id,informativeness,naturalness,quality,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
36,5.0,5.0,5.0,-2.3659842014312744,-2.41790509223938,"[0.912807047367096, 0.906778872013092]","[0.7842743396759033, 0.7562342882156372]","[0.8436733484268188, 0.8246924877166748]","[1.0, 0.8888888888888888]","[0.6428571428571429, 0.4444444444444444]","[0.782608690888469, 0.5925925881481482]","[0.875, 0.375]","[0.5, 0.16666666666666666]","[0.6363636317355372, 0.23076922650887582]","[0.8888888888888888, 0.7777777777777778]","[0.5714285714285714, 0.3888888888888889]","[0.6956521691493385, 0.5185185140740741]","[0.6285714285714286, 0.40350877192982454]","[1.3483065280626046e-231, 1.3483065280626046e-231]","[0.5291312272703041, 0.37994697749414696]",0.8639269826672419,0.974081254100605,0.9743377699622017,0.9398191464018893,0.9627460568215653
37,6.0,5.0,4.0,-3.0990302562713623,-2.729771137237549,"[0.8771249055862427, 0.960769772529602]","[0.7306724786758423, 0.8378123641014099]","[0.7972285747528076, 0.8950881958007812]","[0.8888888888888888, 1.0]","[0.5333333333333333, 0.6428571428571429]","[0.6666666619791668, 0.782608690888469]","[0.75, 0.875]","[0.42857142857142855, 0.5384615384615384]","[0.5454545408264463, 0.6666666619501135]","[0.8888888888888888, 1.0]","[0.5333333333333333, 0.6428571428571429]","[0.6666666619791668, 0.782608690888469]","[0.5474137931034483, 0.6803448275862068]","[1.0244914152188952e-231, 1.2183324802375697e-231]","[0.4010621471862428, 0.5773806853513517]",0.8317648024010486,0.9784897259515837,0.9788860252074244,0.9482103138087807,0.9685286883225963
38,4.0,3.0,4.0,-2.665766477584839,-2.654820680618286,"[0.9287324547767639, 0.9083082675933838]","[0.8801316022872925, 0.9062952995300293]","[0.9037790894508362, 0.9073006510734558]","[1.0, 0.8888888888888888]","[0.8181818181818182, 0.8]","[0.8999999950500001, 0.8421052581717452]","[0.6666666666666666, 0.5555555555555556]","[0.5454545454545454, 0.5]","[0.5999999950500001, 0.5263157844875347]","[0.8888888888888888, 0.7777777777777778]","[0.7272727272727273, 0.7]","[0.79999999505, 0.7368421002770082]","[0.8190211776859504, 0.7878151260504203]","[1.3165594234639305e-231, 1.3165594234639305e-231]","[0.7099113002960611, 0.7035947777507358]",0.9152853024126916,0.9742385432362217,0.9809176770233178,0.7579483519731997,0.9043681907442465
39,6.0,5.0,6.0,-2.501673460006714,-3.169745922088623,"[0.8840134143829346, 0.9159642457962036]","[0.9154795408248901, 0.8701839447021484]","[0.8994713425636292, 0.8924874067306519]","[0.8571428571428571, 0.8571428571428571]","[0.9230769230769231, 0.7058823529411765]","[0.8888888838957477, 0.774193543433923]","[0.6428571428571429, 0.42857142857142855]","[0.6923076923076923, 0.35294117647058826]","[0.6666666616735254, 0.3870967692403746]","[0.7857142857142857, 0.5714285714285714]","[0.8461538461538461, 0.47058823529411764]","[0.8148148098216735, 0.5161290273048909]","[0.902158513209434, 0.6788169813379897]","[9.109159947227211e-232, 1.0832677820940877e-231]","[0.7834982713981183, 0.7156780013614944]",0.8723534761657893,0.954207537529022,0.9628363174760002,0.5443843198527215,0.8204760582859145
40,6.0,3.0,5.0,-2.662315607070923,-2.885027885437012,"[0.8587813377380371, 0.8825237154960632]","[0.8695625066757202, 0.9455631375312805]","[0.8641383051872253, 0.9129565358161926]","[0.9166666666666666, 0.8333333333333334]","[0.9166666666666666, 1.0]","[0.9166666616666667, 0.9090909041322315]","[0.6666666666666666, 0.75]","[0.6666666666666666, 0.9]","[0.6666666616666668, 0.8181818132231407]","[0.8333333333333334, 0.8333333333333334]","[0.8333333333333334, 1.0]","[0.8333333283333335, 0.9090909041322315]","[0.9021555367709214, 0.981329690346084]","[1.2395288183339461e-231, 1.2395288183339461e-231]","[0.7106200193139518, 0.8259380425615961]",0.835478521568711,0.9755958758207164,0.9794518373239097,0.21419338812445718,0.7230803670896945
41,6.0,6.0,6.0,-2.653111219406128,-3.287747859954834,"[0.8333793878555298, 0.809260368347168]","[0.7299535274505615, 0.8008790612220764]","[0.7782452702522278, 0.8050479292869568]","[0.8333333333333334, 0.8333333333333334]","[0.625, 0.7692307692307693]","[0.7142857093877552, 0.7999999950080001]","[0.46153846153846156, 0.46153846153846156]","[0.3333333333333333, 0.46153846153846156]","[0.38709676932362125, 0.4615384565384616]","[0.75, 0.75]","[0.5625, 0.6923076923076923]","[0.6428571379591838, 0.7199999950079999]","[0.485576923076923, 0.6796201863900124]","[1.2183324802375697e-231, 1.1008876702055895e-231]","[0.3951646398809663, 0.5332124099506994]",0.7501083067794015,0.7279543071421793,0.8231066491322604,0.18411561965200055,0.5783921919754801
42,6.0,4.0,4.0,-3.1618130207061768,-3.206429004669189,"[0.901383638381958, 0.8621255159378052]","[0.9366118311882019, 0.9078307151794434]","[0.9186601042747498, 0.8843879699707031]","[0.9090909090909091, 0.9090909090909091]","[1.0, 1.0]","[0.9523809473922903, 0.9523809473922903]","[0.7272727272727273, 0.7272727272727273]","[0.8, 0.8]","[0.7619047569160999, 0.7619047569160999]","[0.8181818181818182, 0.8181818181818182]","[0.9, 0.9]","[0.8571428521541952, 0.8571428521541952]","[0.9733700642791553, 0.9721812278630461]","[1.1409851298103347e-231, 9.594503055152632e-232]","[0.8155094679442618, 0.7952988165922242]",0.8662225586870793,0.9622889571332655,0.9691552672609467,0.68635499775749,0.872599740717234
43,4.0,4.0,4.0,-2.982407569885254,-2.882721424102783,"[0.8225144147872925, 0.9259016513824463]","[0.6527141332626343, 0.8078572154045105]","[0.7278422117233276, 0.8628607988357544]","[0.8, 0.8]","[0.4444444444444444, 0.5]","[0.5714285668367348, 0.6153846106508877]","[0.4, 0.4]","[0.21052631578947367, 0.23529411764705882]","[0.27586206444708683, 0.2962962916323732]","[0.6, 0.7]","[0.3333333333333333, 0.4375]","[0.4285714239795918, 0.5384615337278107]","[0.4121890547263682, 0.4874316939890711]","[1.1640469867513693e-231, 1.1640469867513693e-231]","[0.3554565973909388, 0.5073180931969543]",0.7916473179976681,0.9587228202967514,0.9681927029069144,0.5812525116311396,0.8360560116116019
44,6.0,6.0,6.0,-2.6622445583343506,-3.165377378463745,"[0.985466718673706, 0.850809633731842]","[0.9566240310668945, 0.8357148170471191]","[0.9708311557769775, 0.8431947231292725]","[0.9, 0.9]","[0.8181818181818182, 0.8181818181818182]","[0.8571428521541952, 0.8571428521541952]","[0.8181818181818182, 0.5454545454545454]","[0.75, 0.46153846153846156]","[0.7826086906616257, 0.4999999950347222]","[0.9, 0.7]","[0.8181818181818182, 0.6363636363636364]","[0.8571428521541952, 0.6666666616780046]","[0.8613109512390087, 0.7271538141387718]","[1.2627076138080564e-231, 1.1409851298103347e-231]","[0.9065422515247317, 0.6096617161098388]",0.8281835414800729,0.9371406045901091,0.9543152203423876,0.4684629793997102,0.786639601444069
45,5.0,4.0,4.0,-2.459205150604248,-3.034339904785156,"[0.9578384757041931, 0.9416136145591736]","[0.8875412940979004, 0.9124799966812134]","[0.92135089635849, 0.9268179535865784]","[0.9090909090909091, 1.0]","[0.6666666666666666, 0.8461538461538461]","[0.7692307643491124, 0.9166666617013889]","[0.5, 0.9166666666666666]","[0.375, 0.7857142857142857]","[0.4285714236734694, 0.8461538411834321]","[0.8181818181818182, 1.0]","[0.6, 0.8461538461538461]","[0.6923076874260355, 0.9166666617013889]","[0.702326519634212, 0.8708947222111909]","[1.2395288183339461e-231, 1.1200407237786664e-231]","[0.6854274051755875, 0.7390137464349875]",0.7554963906193208,0.8608197882215475,0.9130427231580619,0.3418717006125895,0.7052447373307329
46,6.0,6.0,6.0,-2.712963342666626,-3.303313732147217,"[1.0, 0.9588930606842041]","[1.0, 0.9435712099075317]","[1.0, 0.9511704444885254]","[1.0, 1.0]","[1.0, 0.9166666666666666]","[0.999999995, 0.9565217341398866]","[1.0, 0.8333333333333334]","[1.0, 0.7692307692307693]","[0.999999995, 0.7999999950080001]","[1.0, 0.8181818181818182]","[1.0, 0.75]","[0.999999995, 0.7826086906616257]","[0.9998177842565598, 0.9286399123407754]","[1.1200407237786664e-231, 1.1200407237786664e-231]","[1.0, 0.8412202707552063]",0.6874233560084553,0.8978717918697686,0.9285913605425091,0.41189262997003595,0.746118594127438
47,5.0,5.0,6.0,-2.924778699874878,-3.370227813720703,"[0.8582916855812073, 0.8756303787231445]","[0.7685890197753906, 0.7814080119132996]","[0.8109673857688904, 0.8258403539657593]","[0.7, 0.8]","[0.5384615384615384, 0.6666666666666666]","[0.6086956472589792, 0.7272727223140496]","[0.3, 0.5]","[0.2, 0.38461538461538464]","[0.23999999520000007, 0.4347826037807184]","[0.6, 0.8]","[0.46153846153846156, 0.6666666666666666]","[0.5217391255198489, 0.7272727223140496]","[0.2727272727272727, 0.6068027210884355]","[1.2882297539194154e-231, 1.2882297539194154e-231]","[0.6063796539590753, 0.6279408716563118]",0.8756074328055761,0.8396658834118771,0.8943123231260458,0.44045427380317903,0.7248108267803673
48,5.0,4.0,4.0,-2.882495403289795,-3.2064568996429443,"[0.8679046630859375, 1.0000001192092896]","[0.8967313766479492, 1.0000001192092896]","[0.8820825815200806, 1.0000001192092896]","[0.625, 1.0]","[0.7142857142857143, 1.0]","[0.6666666616888889, 0.999999995]","[0.42857142857142855, 1.0]","[0.5, 1.0]","[0.4615384565680473, 0.999999995]","[0.625, 1.0]","[0.7142857142857143, 1.0]","[0.6666666616888889, 0.999999995]","[0.6944444444444445, 0.9993141289437586]","[1.2387197655613557e-231, 1.384292958842266e-231]","[0.5545843521359946, 1.0]",0.9410609355863858,0.9828541676004358,0.983638812097996,0.9587531544324537,0.9750820447102951
49,5.0,6.0,6.0,-2.54583740234375,-2.6705026626586914,"[0.8894655704498291, 0.9460508227348328]","[0.7434239983558655, 0.8376150727272034]","[0.8099139928817749, 0.888536810874939]","[1.0, 1.0]","[0.5882352941176471, 0.7692307692307693]","[0.7407407360768176, 0.8695652124763706]","[0.5, 0.9]","[0.2631578947368421, 0.6923076923076923]","[0.34482758168846617, 0.78260869073724]","[0.8, 1.0]","[0.47058823529411764, 0.7692307692307693]","[0.5925925879286695, 0.8695652124763706]","[0.4990960743801654, 0.8144368858654574]","[1.1640469867513693e-231, 1.2882297539194154e-231]","[0.5241744303416055, 0.7727173763506208]",0.8405454906527481,0.9162901284968124,0.9491106174247413,0.4456784888098996,0.7703597449104844
50,4.0,4.0,4.0,-3.103945732116699,-3.1023077964782715,"[0.8740909695625305, 0.8725128769874573]","[0.8492230176925659, 0.7960606813430786]","[0.8614775538444519, 0.8325353264808655]","[0.8333333333333334, 0.8333333333333334]","[0.8333333333333334, 0.6666666666666666]","[0.8333333283333335, 0.7407407358024692]","[0.5, 0.5]","[0.5, 0.3888888888888889]","[0.4999999950000001, 0.43749999507812504]","[0.75, 0.75]","[0.75, 0.6]","[0.749999995, 0.6666666617283951]","[0.6388888888888888, 0.5780228758169933]","[1.1988328686372911e-231, 1.0832677820940877e-231]","[0.6682799803481689, 0.6453698544333043]",0.8640946616964825,0.926771555165965,0.9469349989964408,0.12936934436739325,0.6676919661765996
51,2.0,5.0,5.0,-3.09326171875,-3.902269124984741,"[0.8532692193984985, 0.8117499947547913]","[0.7972559928894043, 0.8213666081428528]","[0.824312150478363, 0.8165299892425537]","[1.0, 0.625]","[0.8, 0.7142857142857143]","[0.8888888839506174, 0.6666666616888889]","[0.75, 0.375]","[0.5454545454545454, 0.375]","[0.6315789424930748, 0.37499999500000003]","[1.0, 0.625]","[0.8, 0.7142857142857143]","[0.8888888839506174, 0.6666666616888889]","[0.7622047244094489, 0.46855921855921845]","[1.3483065280626046e-231, 1.2183324802375697e-231]","[0.720991394330034, 0.5849239026819956]",0.9060321500199552,0.9826737826671889,0.9836666135637979,0.8181501205056944,0.9281635055788938
52,6.0,6.0,6.0,-3.0230886936187744,-4.206014156341553,"[0.8490284085273743, 0.8866399526596069]","[0.7688374519348145, 0.833407998085022]","[0.8069456219673157, 0.8592002987861633]","[0.8888888888888888, 1.0]","[0.6153846153846154, 0.9]","[0.7272727224380167, 0.9473684160664821]","[0.7, 0.8]","[0.3888888888888889, 0.6666666666666666]","[0.4999999954081633, 0.7272727223140496]","[0.7777777777777778, 1.0]","[0.5384615384615384, 0.9]","[0.6363636315289257, 0.9473684160664821]","[0.45273224043715854, 0.8012093726379441]","[1.1640469867513693e-231, 1.2882297539194154e-231]","[0.5378282432855939, 0.7631568242761306]",0.8201013888455282,0.9412432806189109,0.9568351519526775,0.4065181258214907,0.7681988527976932
53,3.0,4.0,3.0,-3.0581934452056885,-3.0500173568725586,"[0.8630446195602417, 0.8682401180267334]","[0.8012534976005554, 0.8256471753120422]","[0.8310020565986633, 0.8464081883430481]","[0.8, 0.8]","[0.8, 0.8888888888888888]","[0.7999999950000002, 0.8421052581717452]","[0.5, 0.5]","[0.5555555555555556, 0.625]","[0.5263157844875347, 0.555555550617284]","[0.8, 0.8]","[0.8, 0.8888888888888888]","[0.7999999950000002, 0.8421052581717452]","[0.7957957957957958, 0.866013071895425]","[1.2882297539194154e-231, 1.2882297539194154e-231]","[0.623415097277451, 0.6571615960450947]",0.9018073628727684,0.9239308131781226,0.9206853446879194,0.216606094190982,0.687074084019008
54,5.0,5.0,5.0,-2.7611117362976074,-3.388376235961914,"[0.8634119629859924, 0.7781863808631897]","[0.9127688407897949, 0.8312453627586365]","[0.8874046802520752, 0.803841233253479]","[0.8571428571428571, 0.5]","[0.9230769230769231, 0.7]","[0.8888888838957477, 0.5833333284722223]","[0.5, 0.2857142857142857]","[0.5833333333333334, 0.4444444444444444]","[0.5384615334911242, 0.3478260821928167]","[0.7857142857142857, 0.5]","[0.8461538461538461, 0.7]","[0.8148148098216735, 0.5833333284722223]","[0.8696219715956557, 0.610733695652174]","[1.0832677820940877e-231, 1.1988328686372911e-231]","[0.7928462947421814, 0.4855134175147534]",0.9544730865239563,0.9826536433440585,0.9818088515061757,0.8764016564131171,0.9469547170877838
55,5.0,3.0,2.0,-2.983266592025757,-3.251230478286743,"[0.8294928073883057, 0.8155105113983154]","[0.8439944982528687, 0.7874610424041748]","[0.8366808295249939, 0.8012403845787048]","[0.8, 0.8]","[0.8888888888888888, 0.6666666666666666]","[0.8421052581717452, 0.7272727223140496]","[0.6, 0.7]","[0.75, 0.6363636363636364]","[0.6666666617283951, 0.6666666616780046]","[0.8, 0.8]","[0.8888888888888888, 0.6666666666666666]","[0.8421052581717452, 0.7272727223140496]","[0.8064516129032259, 0.6490885416666666]","[1.1640469867513693e-231, 1.1640469867513693e-231]","[0.591695744817061, 0.5077136032081431]",0.9040032320207296,0.9241486546865709,0.9331208807500241,0.7046232543473862,0.853964263261327
56,5.0,5.0,5.0,-2.688988447189331,-3.3975112438201904,"[0.79408860206604, 0.8534024953842163]","[0.8962210416793823, 0.9580022692680359]","[0.8420692682266235, 0.9026823043823242]","[0.5833333333333334, 0.75]","[0.875, 1.0]","[0.6999999952000001, 0.8571428522448981]","[0.4166666666666667, 0.6666666666666666]","[0.7142857142857143, 1.0]","[0.5263157848199447, 0.7999999952000001]","[0.5833333333333334, 0.75]","[0.875, 1.0]","[0.6999999952000001, 0.8571428522448981]","[0.7393092105263157, 0.9307692307692308]","[1.2395288183339461e-231, 1.2395288183339461e-231]","[0.5588114750432929, 0.6800290597630326]",0.9370328229522472,0.9715229665914313,0.9730186313048201,0.8507240674126704,0.9317552217696407
57,5.0,5.0,5.0,-3.655972480773926,-4.178351402282715,"[0.728283703327179, 0.767045259475708]","[0.8902449607849121, 0.9281870126724243]","[0.8011608719825745, 0.8399574160575867]","[0.6153846153846154, 0.6923076923076923]","[1.0, 1.0]","[0.7619047571882087, 0.8181818133471075]","[0.5, 0.5714285714285714]","[1.0, 1.0]","[0.6666666622222223, 0.7272727226446282]","[0.6153846153846154, 0.6923076923076923]","[1.0, 1.0]","[0.7619047571882087, 0.8181818133471075]","[0.8871070383097875, 0.9132075471698113]","[1.0832677820940877e-231, 1.0832677820940877e-231]","[0.4694665516665951, 0.5263202627174354]",0.1771325268552042,0.8397123998906593,0.7861284958362939,0.21159319720079545,0.6124780309759162
58,5.0,6.0,6.0,-2.680891275405884,-3.338444232940674,"[0.8981088995933533, 0.9533050656318665]","[0.7645338773727417, 0.8617194890975952]","[0.8259557485580444, 0.9052015542984009]","[0.7777777777777778, 1.0]","[0.5384615384615384, 0.75]","[0.6363636315289257, 0.8571428522448981]","[0.625, 0.875]","[0.4166666666666667, 0.5833333333333334]","[0.4999999952000001, 0.6999999952000001]","[0.7777777777777778, 1.0]","[0.5384615384615384, 0.75]","[0.6363636315289257, 0.8571428522448981]","[0.5727251838235293, 0.711764705882353]","[1.2183324802375697e-231, 1.2183324802375697e-231]","[0.512996625672062, 0.6281948549588339]",0.8998405426222773,0.9801602709018427,0.9803027980109901,0.9248177970980604,0.9617602886702977
59,6.0,5.0,3.0,-2.8157992362976074,-3.5457210540771484,[0.8459571599960327],[0.9543830752372742],[0.8969051837921143],[0.75],[1.0],[0.8571428522448981],[0.6666666666666666],[1.0],[0.7999999952000001],[0.75],[1.0],[0.8571428522448981],[0.9307692307692308],[1.1200407237786664e-231],[0.6868159368195719],0.9496388157481536,0.9722484119899234,0.9748686445408701,0.8021584891303277,0.9164251818870404
60,4.0,4.0,4.0,-2.7150650024414062,-3.827383041381836,"[0.8502849340438843, 0.7963356971740723]","[0.8058944344520569, 0.7811599969863892]","[0.8274948000907898, 0.7886748909950256]","[0.75, 0.5]","[0.6923076923076923, 0.5]","[0.7199999950079999, 0.4999999950000001]","[0.6666666666666666, 0.3333333333333333]","[0.6666666666666666, 0.36363636363636365]","[0.6666666616666668, 0.3478260819659736]","[0.75, 0.5]","[0.6923076923076923, 0.5]","[0.7199999950079999, 0.4999999950000001]","[0.6914285714285714, 0.4818702290076337]","[1.1200407237786664e-231, 1.1200407237786664e-231]","[0.6939516655456578, 0.4824761913349106]",0.9074381800992328,0.9592665419382828,0.9663917901359982,0.7515290566131305,0.892395796229137
61,6.0,6.0,5.0,-3.26478123664856,-3.3776533603668213,"[0.8863186836242676, 0.8395781517028809]","[0.8811789155006409, 0.7737243175506592]","[0.8837413191795349, 0.8053072094917297]","[0.875, 0.75]","[0.7777777777777778, 0.6]","[0.823529406782007, 0.6666666617283951]","[0.625, 0.5]","[0.5555555555555556, 0.4]","[0.5882352891349482, 0.4444444395061729]","[0.625, 0.75]","[0.5555555555555556, 0.6]","[0.5882352891349482, 0.6666666617283951]","[0.7894438781288935, 0.616925669350309]","[1.3483065280626046e-231, 1.2183324802375697e-231]","[0.7692923107464811, 0.5798183779008013]",0.935425793125503,0.9732702565053986,0.9779273423330279,0.8945520279417868,0.9485832089267378
62,6.0,6.0,6.0,-2.441054582595825,-3.213589191436768,"[0.9151204228401184, 0.8163017630577087]","[0.9468947649002075, 0.8291332721710205]","[0.9307364225387573, 0.8226674795150757]","[0.9, 0.7]","[1.0, 0.7777777777777778]","[0.9473684160664821, 0.7368421002770082]","[0.8, 0.4]","[0.8888888888888888, 0.4444444444444444]","[0.8421052581717452, 0.42105262659279785]","[0.9, 0.6]","[1.0, 0.6666666666666666]","[0.9473684160664821, 0.6315789423822715]","[0.9764705882352942, 0.775219664108553]","[1.1640469867513693e-231, 1.2882297539194154e-231]","[0.8759996903328235, 0.6764467734540451]",0.8259960886825585,0.9539342138346796,0.9718900597344301,0.3347981416633869,0.7535408050774989
63,6.0,6.0,5.0,-2.6907007694244385,-3.7979273796081534,"[0.9759466648101807, 0.8603391647338867]","[0.9518389701843262, 0.7188065052032471]","[0.9637420773506165, 0.7832303047180176]","[1.0, 1.0]","[0.9, 0.6428571428571429]","[0.9473684160664821, 0.782608690888469]","[0.8888888888888888, 0.5555555555555556]","[0.8, 0.3125]","[0.8421052581717452, 0.399999995392]","[1.0, 0.7777777777777778]","[0.9, 0.5]","[0.9473684160664821, 0.6086956474102081]","[0.9215917772067505, 0.3969808436440071]","[1.3165594234639305e-231, 1.3165594234639305e-231]","[0.8986068140620208, 0.5273641292014686]",0.8223520922617744,0.9572219317417686,0.9680628837579752,0.5389713851514119,0.8214187335503852
64,5.0,4.0,6.0,-3.472428321838379,-3.713923454284668,"[0.8478952646255493, 0.9004530906677246]","[0.6559818387031555, 0.7124431133270264]","[0.739693284034729, 0.7954902648925781]","[1.0, 1.0]","[0.46153846153846156, 0.46153846153846156]","[0.6315789430470914, 0.6315789430470914]","[0.6666666666666666, 0.8333333333333334]","[0.2857142857142857, 0.35714285714285715]","[0.3999999958, 0.49999999580000004]","[1.0, 1.0]","[0.46153846153846156, 0.46153846153846156]","[0.6315789430470914, 0.6315789430470914]","[0.417561761546724, 0.4934210526315789]","[9.55980462367717e-232, 1.2882297539194154e-231]","[0.41988414798536533, 0.4515631847386724]",0.8605494582297208,0.9284454340142227,0.9480850323969264,0.75466185810494,0.8770641081720297
65,6.0,6.0,4.0,-2.853956937789917,-3.38871693611145,"[0.940192699432373, 1.0]","[0.8526061177253723, 1.0]","[0.8942599296569824, 1.0]","[0.9, 1.0]","[0.6923076923076923, 1.0]","[0.78260869073724, 0.999999995]","[0.6, 1.0]","[0.42857142857142855, 1.0]","[0.499999995138889, 0.999999995]","[0.8, 1.0]","[0.6153846153846154, 1.0]","[0.6956521689981097, 0.999999995]","[0.6142720915448188, 0.9997106481481481]","[1.1640469867513693e-231, 1.1640469867513693e-231]","[0.6670436635254742, 1.0]",0.8293040294350397,0.9618559583221881,0.9724254009759221,0.40196614384919693,0.7787491677157691
